Unnamed: 0,Rk,Date,Comp,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Scorer-p,GCA1-p,GCA2-p
25,26,2023-11-12,La Liga,Matchweek 13,Away,Gerard Moreno,Atlético Madrid,Y,0.16,0.27,Left Foot,14.0,20,0-0,Jan Oblak,,Alexander Sørloth,Shot,,,,ST,ST,
27,28,2023-11-22,Copa del Rey,Second round,Away,José Luis Morales,Zamora,Y,,,,,96,1-1,Fermín Sobrón,Étienne Capoue,Étienne Capoue,,,,,ST,MF,
28,29,2023-11-26,La Liga,Matchweek 14,Home,José Luis Morales,Osasuna,Y,0.98,0.98,Left Foot,3.0,57,0-0,Sergio Herrera,Gerard Moreno,Gerard Moreno,Pass (Live),Alex Baena,Pass (Live),,ST,ST,CAM
29,30,2023-11-26,La Liga,Matchweek 14,Home,José Luis Morales,Osasuna,Y,0.59,0.8,Left Foot,11.0,71,1-0,Sergio Herrera,Juan Foyth,Juan Foyth,Pass (Live),,,,ST,RB,
30,31,2023-11-26,La Liga,Matchweek 14,Home,José Luis Morales,Osasuna,Y,0.25,0.72,Right Foot,16.0,80,2-1,Sergio Herrera,Alex Baena,Alex Baena,Pass (Live),Manu Trigueros,Pass (Live),,ST,CAM,MF
31,32,2023-11-30,Europa Lg,Group stage,Home,Alex Baena,Panathinaikos,Y,0.4,0.86,Right Foot,8.0,29,0-0,Alberto Brignoli,Ilias Akhomach,Ilias Akhomach,Pass (Live),Ilias Akhomach,Take-On,,CAM,RW,RW
32,33,2023-11-30,Europa Lg,Group stage,Home,Santi Comesaña,Panathinaikos,Y,0.14,0.24,Right Foot,22.0,34,1-0,Alberto Brignoli,José Luis Morales,Santi Comesaña,Take-On,José Luis Morales,Pass (Live),,MF,MF,ST
33,34,2023-11-30,Europa Lg,Group stage,Home,José Luis Morales,Panathinaikos,Y,0.1,0.73,Left Foot,11.0,47,2-0,Alberto Brignoli,Alex Baena,Alex Baena,Pass (Live),,,,ST,CAM,
35,36,2023-12-14,Europa Lg,Group stage,Away,Gerard Moreno,Rennes,Y,0.79,0.97,Left Foot,13.0,36,0-0,Steve Mandanda,,Alex Baena,Fouled,Ilias Akhomach,Pass (Live),,ST,CAM,RW
36,37,2023-12-14,Europa Lg,Group stage,Away,Ilias Akhomach,Rennes,Y,0.04,0.28,Left Foot,16.0,62,1-1,Steve Mandanda,Gerard Moreno,Gerard Moreno,Pass (Live),Étienne Capoue,Pass (Live),Deflected,RW,ST,MF
37,38,2023-12-14,Europa Lg,Group stage,Away,Daniel Parejo,Rennes,Y,0.1,0.21,Right Foot,15.0,80,2-2,Steve Mandanda,Alex Baena,Alex Baena,Pass (Live),Daniel Parejo,Pass (Live),,MF,CAM,MF
38,39,2023-12-17,La Liga,Matchweek 17,Away,José Luis Morales,Real Madrid,Y,0.68,0.84,Left Foot,11.0,54,0-2,Andriy Lunin,Ramón Terrats,Ramón Terrats,Pass (Live),Daniel Parejo,Pass (Live),,ST,MF,MF
39,40,2023-12-20,La Liga,Matchweek 18,Home,Alfonso Pedraza,Celta Vigo,Y,0.03,0.61,Left Foot,16.0,13,0-0,Vicente Guaita,Alexander Sørloth,Alexander Sørloth,Pass (Live),Alberto Moreno,Pass (Live),Deflected,LB,ST,LB
40,41,2023-12-20,La Liga,Matchweek 18,Home,Aïssa Mandi,Celta Vigo,Y,0.52,0.96,Right Foot,4.0,40,1-0,Vicente Guaita,,Alex Baena,Shot,,,,CB,CAM,
41,42,2023-12-20,La Liga,Matchweek 18,Home,Daniel Parejo,Celta Vigo,Y,0.79,0.98,Right Foot,13.0,48,2-0,Vicente Guaita,,Alberto Moreno,Fouled,Alex Baena,Pass (Live),,MF,LB,CAM
42,43,2024-01-02,La Liga,Matchweek 19,Away,Gerard Moreno,Valencia,Y,0.18,0.85,Right Foot,6.0,73,0-3,Giorgi Mamardashvili,Ilias Akhomach,Ilias Akhomach,Pass (Live),,,,ST,RW,
43,44,2024-01-08,Copa del Rey,Round of 32,Away,Ilias Akhomach,Unionistas Sal,Y,,,,,82,0-0,Iván Martínez,Gerard Moreno,Gerard Moreno,,,,,RW,ST,
44,45,2024-01-20,La Liga,Matchweek 21,Home,Alexander Sørloth,Mallorca,Y,0.47,0.78,Left Foot,5.0,45+1,0-0,Predrag Rajković,Alex Baena,Alex Baena,Pass (Live),Alexander Sørloth,Fouled,Volley,ST,CAM,ST
45,46,2024-01-27,La Liga,Matchweek 22,Away,Gerard Moreno,Barcelona,Y*,0.2,0.2,Left Foot,15.0,41,0-0,Iñaki Peña,Alexander Sørloth,Alexander Sørloth,Pass (Live),Alberto Moreno,Pass (Dead),,ST,ST,LB
46,47,2024-01-27,La Liga,Matchweek 22,Away,Ilias Akhomach,Barcelona,Y,0.9,0.92,Left Foot,9.0,54,1-0,Iñaki Peña,,Ilias Akhomach,Take-On,Eric Bailly,Pass (Live),,RW,RW,CB
47,48,2024-01-27,La Liga,Matchweek 22,Away,Gonçalo Guedes,Barcelona,N,0.13,0.47,Right Foot,14.0,84,2-3,Iñaki Peña,Alexander Sørloth,Alexander Sørloth,Pass (Live),José Luis Morales,Pass (Live),,LW,ST,ST
48,49,2024-01-27,La Liga,Matchweek 22,Away,Alexander Sørloth,Barcelona,Y,0.26,0.97,Right Foot,6.0,90+9,3-3,Iñaki Peña,,Alexander Sørloth,Shot,,,,ST,ST,
49,50,2024-01-27,La Liga,Matchweek 22,Away,José Luis Morales,Barcelona,N,0.35,0.79,Right Foot,16.0,90+12,4-3,Iñaki Peña,Gonçalo Guedes,Gonçalo Guedes,Pass (Live),Yerson Mosquera,Pass (Live),,ST,LW,CB
50,51,2024-02-10,La Liga,Matchweek 24,Away,Jorge Cuenca,Alavés,Y,0.07,0.18,Head,9.0,42,0-1,Antonio Sivera,Alex Baena,Alex Baena,Pass (Dead),Gerard Moreno,Shot,,CB,CAM,ST
51,52,2024-02-16,La Liga,Matchweek 25,Home,Alberto Moreno,Getafe,Y,0.15,0.57,Left Foot,11.0,56,0-1,David Soria,,Santi Comesaña,Shot,,,,LB,MF,
52,53,2024-02-23,La Liga,Matchweek 26,Away,Santi Comesaña,Real Sociedad,Y,0.33,0.64,Head,4.0,17,0-0,Álex Remiro,Raúl Albiol,Raúl Albiol,Pass (Live),Alex Baena,Pass (Dead),,MF,CB,CAM
53,54,2024-02-23,La Liga,Matchweek 26,Away,Santi Comesaña,Real Sociedad,Y,0.3,0.78,Right Foot,9.0,47,1-0,Álex Remiro,Alex Baena,Alex Baena,Pass (Live),Alex Baena,Interception,,MF,CAM,CAM
54,55,2024-02-23,La Liga,Matchweek 26,Away,Alexander Sørloth,Real Sociedad,N,0.17,0.86,Right Foot,16.0,90+5,2-1,Álex Remiro,Gonçalo Guedes,Gonçalo Guedes,Pass (Live),José Luis Morales,Pass (Live),Volley,ST,LW,ST
55,56,2024-03-03,La Liga,Matchweek 27,Home,Alexander Sørloth,Granada,Y,0.37,0.92,Left Foot,9.0,7,0-0,Augusto Batalla,,Gerard Moreno,Shot,,,Deflected,ST,ST,
56,57,2024-03-03,La Liga,Matchweek 27,Home,Alexander Sørloth,Granada,Y,0.59,0.36,Left Foot,4.0,19,1-0,Augusto Batalla,Daniel Parejo,Daniel Parejo,Pass (Live),Bertrand Traoré,Pass (Live),,ST,MF,RW
57,58,2024-03-03,La Liga,Matchweek 27,Home,Étienne Capoue,Granada,Y,0.15,0.08,Head,4.0,32,2-0,Augusto Batalla,Daniel Parejo,Daniel Parejo,Pass (Dead),Bertrand Traoré,Shot,,MF,MF,RW
58,59,2024-03-03,La Liga,Matchweek 27,Home,Gonçalo Guedes,Granada,N,0.22,0.44,Left Foot,14.0,47,3-0,Augusto Batalla,Alex Baena,Alex Baena,Pass (Live),Alexander Sørloth,Pass (Live),,LW,CAM,ST
59,60,2024-03-03,La Liga,Matchweek 27,Home,Alexander Sørloth,Granada,Y,0.23,0.3,Head,2.0,66,4-0,Augusto Batalla,Daniel Parejo,Daniel Parejo,Pass (Dead),Daniel Parejo,Shot,,ST,MF,MF
60,61,2024-03-10,La Liga,Matchweek 28,Away,Alex Baena,Betis,Y,0.85,0.73,Right Foot,8.0,40,0-1,Rui Silva,Alexander Sørloth,Alexander Sørloth,Pass (Live),Gerard Moreno,Pass (Live),,CAM,ST,ST
62,63,2024-03-10,La Liga,Matchweek 28,Away,Alexander Sørloth,Betis,Y,0.14,0.63,Left Foot,13.0,67,2-2,Rui Silva,Gerard Moreno,Gerard Moreno,Pass (Live),Alberto Moreno,Pass (Live),,ST,ST,LB
63,64,2024-03-14,Europa Lg,Round of 16,Home,Étienne Capoue,Marseille,Y,0.1,0.24,Head,13.0,32,0-0,Pau López,Kiko Femenía,Kiko Femenía,Pass (Live),Gerard Moreno,Pass (Live),,MF,RB,ST
64,65,2024-03-14,Europa Lg,Round of 16,Home,Alexander Sørloth,Marseille,Y,0.07,0.18,Left Foot,17.0,54,1-0,Pau López,Gonçalo Guedes,Gonçalo Guedes,Pass (Live),Jorge Cuenca,Pass (Live),,ST,LW,CB
65,66,2024-03-14,Europa Lg,Round of 16,Home,Yerson Mosquera,Marseille,N,0.1,0.19,Head,11.0,85,2-0,Pau López,Alex Baena,Alex Baena,Pass (Dead),Yerson Mosquera,Fouled,,CB,CAM,CB
66,67,2024-03-17,La Liga,Matchweek 29,Home,Jorge Cuenca,Valencia,Y,0.14,0.03,Head,9.0,54,0-0,Giorgi Mamardashvili,,Alexander Sørloth,Shot,,,,CB,ST,
67,68,2024-04-01,La Liga,Matchweek 30,Home,Alexander Sørloth,Atlético Madrid,Y,0.05,0.42,Left Foot,19.0,50,0-1,Jan Oblak,Gerard Moreno,Gerard Moreno,Pass (Live),Étienne Capoue,Pass (Live),,ST,ST,MF
